Outlet_ID,SKU_ID,Month,Inventory_Units_Sold,Demand_Forecast_Next_Month_Units
OUT0003,SKU-0003-03,2024-07-01,3059.0,3471.33
OUT0003,SKU-0003-03,2024-08-01,2723.0,3220.67
OUT0003,SKU-0003-03,2024-09-01,2897.0,2964.33
OUT0003,SKU-0003-03,2024-10-01,2891.0,2893.0
OUT0003,SKU-0003-03,2024-11-01,2954.0,2837.0
OUT0003,SKU-0003-03,2024-12-01,3569.0,2914.0
OUT0003,SKU-0003-03,2025-01-01,3143.0,3138.0
OUT0003,SKU-0003-03,2025-02-01,3706.0,3222.0
OUT0003,SKU-0003-03,2025-03-01,3257.0,3472.67
OUT0003,SKU-0003-03,2025-04-01,3257.0,3368.67
OUT0003,SKU-0003-03,2025-05-01,3407.0,3406.67
OUT0003,SKU-0003-03,2025-06-01,3331.0,3307.0
OUT0003,SKU-0003-03,2025-07-01,3325.0,3331.67
OUT0003,SKU-0003-03,2025-08-01,2612.0,3354.33
OUT0003,SKU-0003-03,2025-09-01,3080.0,3089.33
OUT0003,SKU-0003-03,2025-10-01,3338.0,3005.67
OUT0003,SKU-0003-03,2025-11-01,3628.0,3010.0
OUT0003,SKU-0003-03,2025-12-01,2999.0,3348.67
OUT0003,SKU-0003-03,2026-01-01,3295.0,3321.67
OUT0003,SKU-0003-03,2026-02-01,3745.0,3307.33
OUT0003,SKU-0003-03,2026-03-01,3070.0,3346.33
OUT0003,SKU-0003-03,2026-04-01,3520.0,3370.0
OUT0004,SKU-0004-04,2023-01-01,412.0,
OUT0004,SKU-0004-04,2023-02-01,473.0,
OUT0004,SKU-0004-04,2023-03-01,455.0,
OUT0004,SKU-0004-04,2023-04-01,429.0,446.67
OUT0004,SKU-0004-04,2023-05-01,447.0,452.33
OUT0004,SKU-0004-04,2023-06-01,441.0,443.67
OUT0004,SKU-0004-04,2023-07-01,445.0,439.0
OUT0004,SKU-0004-04,2023-08-01,357.0,444.33
OUT0004,SKU-0004-04,2023-09-01,372.0,414.33
OUT0004,SKU-0004-04,2023-10-01,369.0,391.33
OUT0004,SKU-0004-04,2023-11-01,437.0,366.0
OUT0004,SKU-0004-04,2023-12-01,415.0,392.67
OUT0004,SKU-0004-04,2024-01-01,459.0,407.0
OUT0004,SKU-0004-04,2024-02-01,412.0,437.0
OUT0004,SKU-0004-04,2024-03-01,467.0,428.67
OUT0004,SKU-0004-04,2024-04-01,479.0,446.0
OUT0004,SKU-0004-04,2024-05-01,524.0,452.67
OUT0004,SKU-0004-04,2024-06-01,398.0,490.0
OUT0004,SKU-0004-04,2024-07-01,400.0,467.0
OUT0004,SKU-0004-04,2024-08-01,389.0,440.67
OUT0004,SKU-0004-04,2024-09-01,392.0,395.67
OUT0004,SKU-0004-04,2024-10-01,358.0,393.67
OUT0004,SKU-0004-04,2024-11-01,417.0,379.67
OUT0004,SKU-0004-04,2024-12-01,371.0,389.0
OUT0004,SKU-0004-04,2025-01-01,477.0,382.0
OUT0004,SKU-0004-04,2025-02-01,512.0,421.67
OUT0004,SKU-0004-04,2025-03-01,472.0,453.33
OUT0004,SKU-0004-04,2025-04-01,495.0,487.0
OUT0004,SKU-0004-04,2025-05-01,451.0,493.0
OUT0004,SKU-0004-04,2025-06-01,369.0,472.67
OUT0004,SKU-0004-04,2025-07-01,458.0,438.33
OUT0004,SKU-0004-04,2025-08-01,426.0,426.0
OUT0004,SKU-0004-04,2025-09-01,419.0,417.67
OUT0004,SKU-0004-04,2025-10-01,490.0,434.33
OUT0004,SKU-0004-04,2025-11-01,429.0,445.0
OUT0004,SKU-0004-04,2025-12-01,456.0,446.0
OUT0004,SKU-0004-04,2026-01-01,452.0,458.33
OUT0004,SKU-0004-04,2026-02-01,400.0,445.67
OUT0004,SKU-0004-04,2026-03-01,468.0,436.0
OUT0004,SKU-0004-04,2026-04-01,437.0,440.0
OUT0005,SKU-0005-05,2023-01-01,1525.0,
OUT0005,SKU-0005-05,2023-02-01,1899.0,
OUT0005,SKU-0005-05,2023-03-01,1832.0,
OUT0005,SKU-0005-05,2023-04-01,1801.0,1752.0
OUT0005,SKU-0005-05,2023-05-01,1751.0,1844.0
OUT0005,SKU-0005-05,2023-06-01,1710.0,1794.67
OUT0005,SKU-0005-05,2023-07-01,1402.0,1754.0
OUT0005,SKU-0005-05,2023-08-01,1406.0,1621.0
OUT0005,SKU-0005-05,2023-09-01,1439.0,1506.0
OUT0005,SKU-0005-05,2023-10-01,1495.0,1415.67
OUT0005,SKU-0005-05,2023-11-01,1628.0,1446.67
OUT0005,SKU-0005-05,2023-12-01,1705.0,1520.67
OUT0005,SKU-0005-05,2024-01-01,1826.0,1609.33
OUT0005,SKU-0005-05,2024-02-01,1462.0,1719.67
OUT0005,SKU-0005-05,2024-03-01,1627.0,1664.33
OUT0005,SKU-0005-05,2024-04-01,1734.0,1638.33
OUT0005,SKU-0005-05,2024-05-01,1434.0,1607.67
OUT0005,SKU-0005-05,2024-06-01,1536.0,1598.33
OUT0005,SKU-0005-05,2024-07-01,1396.0,1568.0
OUT0005,SKU-0005-05,2024-08-01,1264.0,1455.33
OUT0005,SKU-0005-05,2024-09-01,1392.0,1398.67
OUT0005,SKU-0005-05,2024-10-01,1243.0,1350.67
OUT0005,SKU-0005-05,2024-11-01,1624.0,1299.67
OUT0005,SKU-0005-05,2024-12-01,1407.0,1419.67
OUT0005,SKU-0005-05,2025-01-01,1486.0,1424.67
OUT0005,SKU-0005-05,2025-02-01,1742.0,1505.67
OUT0005,SKU-0005-05,2025-03-01,1706.0,1545.0
OUT0005,SKU-0005-05,2025-04-01,1685.0,1644.67
OUT0005,SKU-0005-05,2025-05-01,1617.0,1711.0
OUT0005,SKU-0005-05,2025-06-01,1571.0,1669.33
OUT0005,SKU-0005-05,2025-07-01,1477.0,1624.33
OUT0005,SKU-0005-05,2025-08-01,1393.0,1555.0
OUT0005,SKU-0005-05,2025-09-01,1596.0,1480.33
OUT0005,SKU-0005-05,2025-10-01,1301.0,1488.67
OUT0005,SKU-0005-05,2025-11-01,1336.0,1430.0
OUT0005,SKU-0005-05,2025-12-01,1745.0,1411.0
OUT0005,SKU-0005-05,2026-01-01,1767.0,1460.67
OUT0005,SKU-0005-05,2026-02-01,1649.0,1616.0
OUT0005,SKU-0005-05,2026-03-01,1493.0,1720.33
OUT0005,SKU-0005-05,2026-04-01,1628.0,1636.33
OUT0006,SKU-0006-01,2023-01-01,596.0,
OUT0006,SKU-0006-01,2023-02-01,671.0,
OUT0006,SKU-0006-01,2023-03-01,576.0,
OUT0006,SKU-0006-01,2023-04-01,601.0,614.33
OUT0006,SKU-0006-01,2023-05-01,582.0,616.0
OUT0006,SKU-0006-01,2023-06-01,693.0,586.33
OUT0006,SKU-0006-01,2023-07-01,625.0,625.33
OUT0006,SKU-0006-01,2023-08-01,558.0,633.33
OUT0006,SKU-0006-01,2023-09-01,476.0,625.33
OUT0006,SKU-0006-01,2023-10-01,451.0,553.0
OUT0006,SKU-0006-01,2023-11-01,467.0,495.0
OUT0006,SKU-0006-01,2023-12-01,582.0,464.67
OUT0006,SKU-0006-01,2024-01-01,662.0,500.0
OUT0006,SKU-0006-01,2024-02-01,646.0,570.33
OUT0006,SKU-0006-01,2024-03-01,526.0,630.0
OUT0006,SKU-0006-01,2024-04-01,645.0,611.33
OUT0006,SKU-0006-01,2024-05-01,668.0,605.67
OUT0006,SKU-0006-01,2024-06-01,524.0,613.0
OUT0006,SKU-0006-01,2024-07-01,571.6524000000001,612.33
OUT0006,SKU-0006-01,2024-08-01,552.75,587.88
OUT0006,SKU-0006-01,2024-09-01,572.0,549.47
OUT0006,SKU-0006-01,2024-10-01,520.0,565.47
OUT0006,SKU-0006-01,2024-11-01,554.0,548.25
OUT0006,SKU-0006-01,2024-12-01,652.0,548.67
OUT0006,SKU-0006-01,2025-01-01,536.0,575.33
OUT0006,SKU-0006-01,2025-02-01,600.0,580.67
OUT0006,SKU-0006-01,2025-03-01,598.0,596.0
OUT0006,SKU-0006-01,2025-04-01,564.0,578.0
OUT0006,SKU-0006-01,2025-05-01,543.0,587.33
OUT0006,SKU-0006-01,2025-06-01,636.0,568.33
OUT0006,SKU-0006-01,2025-07-01,592.0,581.0
OUT0006,SKU-0006-01,2025-08-01,518.0,590.33
OUT0006,SKU-0006-01,2025-09-01,505.1904,582.0
OUT0006,SKU-0006-01,2025-10-01,518.0,538.4
OUT0006,SKU-0006-01,2025-11-01,522.0,513.73
OUT0006,SKU-0006-01,2025-12-01,542.0,515.06
OUT0006,SKU-0006-01,2026-01-01,608.0,527.33
OUT0006,SKU-0006-01,2026-02-01,623.0,557.33
OUT0006,SKU-0006-01,2026-03-01,674.0,591.0
OUT0006,SKU-0006-01,2026-04-01,659.0,635.0
OUT0007,SKU-0007-02,2023-01-01,860.0,
OUT0007,SKU-0007-02,2023-02-01,890.0,
OUT0007,SKU-0007-02,2023-03-01,869.0,
OUT0007,SKU-0007-02,2023-04-01,899.0,873.0
OUT0007,SKU-0007-02,2023-05-01,947.0,886.0
OUT0007,SKU-0007-02,2023-06-01,831.0,905.0
OUT0007,SKU-0007-02,2023-07-01,701.0,892.33
OUT0007,SKU-0007-02,2023-08-01,799.0,826.33
OUT0007,SKU-0007-02,2023-09-01,750.0,777.0
OUT0007,SKU-0007-02,2023-10-01,786.0,750.0
OUT0007,SKU-0007-02,2023-11-01,895.885,778.33
OUT0007,SKU-0007-02,2023-12-01,833.0,810.63
OUT0007,SKU-0007-02,2024-01-01,836.0,838.3
OUT0007,SKU-0007-02,2024-02-01,848.0,854.96
OUT0007,SKU-0007-02,2024-03-01,873.0,839.0
OUT0007,SKU-0007-02,2024-04-01,938.0,852.33
OUT0007,SKU-0007-02,2024-05-01,824.0,886.33
OUT0007,SKU-0007-02,2024-06-01,903.0,878.33
OUT0007,SKU-0007-02,2024-07-01,825.0,888.33
OUT0007,SKU-0007-02,2024-08-01,822.0,850.67
OUT0007,SKU-0007-02,2024-09-01,732.0,850.0
OUT0007,SKU-0007-02,2024-10-01,832.0,793.0
OUT0007,SKU-0007-02,2024-11-01,844.0,795.33
OUT0007,SKU-0007-02,2024-12-01,861.0,802.67
OUT0007,SKU-0007-02,2025-01-01,921.0,845.67
OUT0007,SKU-0007-02,2025-02-01,827.0,875.33
OUT0007,SKU-0007-02,2025-03-01,935.0,869.67
OUT0007,SKU-0007-02,2025-04-01,815.6396,894.33
OUT0007,SKU-0007-02,2025-05-01,1045.0,859.21
OUT0007,SKU-0007-02,2025-06-01,829.0,931.88
OUT0007,SKU-0007-02,2025-07-01,860.0,896.55
OUT0007,SKU-0007-02,2025-08-01,741.0,911.33
OUT0007,SKU-0007-02,2025-09-01,773.0,810.0
OUT0007,SKU-0007-02,2025-10-01,837.0,791.33
OUT0007,SKU-0007-02,2025-11-01,864.0,783.67
OUT0007,SKU-0007-02,2025-12-01,876.0,824.67
OUT0007,SKU-0007-02,2026-01-01,876.0,859.0
OUT0007,SKU-0007-02,2026-02-01,841.0,872.0
OUT0007,SKU-0007-02,2026-03-01,914.0,864.33
OUT0007,SKU-0007-02,2026-04-01,952.0,877.0
OUT0008,SKU-0008-03,2023-01-01,664.0,
OUT0008,SKU-0008-03,2023-02-01,666.0,
OUT0008,SKU-0008-03,2023-03-01,561.0,
OUT0008,SKU-0008-03,2023-04-01,656.0,630.33
OUT0008,SKU-0008-03,2023-05-01,667.0,627.67
OUT0008,SKU-0008-03,2023-06-01,601.0,628.0
OUT0008,SKU-0008-03,2023-07-01,567.0,641.33
OUT0008,SKU-0008-03,2023-08-01,618.0,611.67
OUT0008,SKU-0008-03,2023-09-01,552.0,595.33
OUT0008,SKU-0008-03,2023-10-01,528.0,579.0
OUT0008,SKU-0008-03,2023-11-01,507.0,566.0
OUT0008,SKU-0008-03,2023-12-01,584.0,529.0
OUT0008,SKU-0008-03,2024-01-01,586.0,539.67
OUT0008,SKU-0008-03,2024-02-01,709.0,559.0
OUT0008,SKU-0008-03,2024-03-01,608.0,626.33
OUT0008,SKU-0008-03,2024-04-01,546.0,634.33
OUT0008,SKU-0008-03,2024-05-01,573.0,621.0
OUT0008,SKU-0008-03,2024-06-01,477.0,575.67
OUT0008,SKU-0008-03,2024-07-01,526.0,532.0
OUT0008,SKU-0008-03,2024-08-01,584.0,525.33
OUT0008,SKU-0008-03,2024-09-01,497.3382,529.0
OUT0008,SKU-0008-03,2024-10-01,496.0,535.78
OUT0008,SKU-0008-03,2024-11-01,504.0,525.78
OUT0008,SKU-0008-03,2024-12-01,590.0,499.11
OUT0008,SKU-0008-03,2025-01-01,696.0,530.0
OUT0008,SKU-0008-03,2025-02-01,570.0,596.67
OUT0008,SKU-0008-03,2025-03-01,557.0,618.67
OUT0008,SKU-0008-03,2025-04-01,705.0,607.67
OUT0008,SKU-0008-03,2025-05-01,703.0,610.67
OUT0008,SKU-0008-03,2025-06-01,615.0,655.0
OUT0008,SKU-0008-03,2025-07-01,435.0,674.33
OUT0008,SKU-0008-03,2025-08-01,561.0,584.33
OUT0008,SKU-0008-03,2025-09-01,523.0,537.0
OUT0008,SKU-0008-03,2025-10-01,530.0,506.33
OUT0008,SKU-0008-03,2025-11-01,602.0,538.0
OUT0008,SKU-0008-03,2025-12-01,552.0,551.67
OUT0008,SKU-0008-03,2026-01-01,542.0,561.33
OUT0008,SKU-0008-03,2026-02-01,574.0,565.33
OUT0008,SKU-0008-03,2026-03-01,624.0,556.0
OUT0008,SKU-0008-03,2026-04-01,593.0,580.0
OUT0009,SKU-0009-04,2023-01-01,4763.0,
OUT0009,SKU-0009-04,2023-02-01,4399.0,
OUT0009,SKU-0009-04,2023-03-01,4927.0,
OUT0009,SKU-0009-04,2023-04-01,4630.0,4696.33
OUT0009,SKU-0009-04,2023-05-01,4029.0,4652.0
OUT0009,SKU-0009-04,2023-06-01,3715.0,4528.67
OUT0009,SKU-0009-04,2023-07-01,4057.0,4124.67
OUT0009,SKU-0009-04,2023-08-01,3981.0,3933.67
OUT0009,SKU-0009-04,2023-09-01,3014.0,3917.67
OUT0009,SKU-0009-04,2023-10-01,3704.0,3684.0
OUT0009,SKU-0009-04,2023-11-01,3917.0,3566.33
OUT0009,SKU-0009-04,2023-12-01,3727.0,3545.0
OUT0009,SKU-0009-04,2024-01-01,4311.0,3782.67
OUT0009,SKU-0009-04,2024-02-01,4577.0,3985.0
OUT0009,SKU-0009-04,2024-03-01,4357.0,4205.0
OUT0009,SKU-0009-04,2024-04-01,4905.0,4415.0
OUT0009,SKU-0009-04,2024-05-01,4742.0,4613.0
OUT0009,SKU-0009-04,2024-06-01,4044.0,4668.0
OUT0009,SKU-0009-04,2024-07-01,3678.0,4563.67
OUT0009,SKU-0009-04,2024-08-01,4086.0,4154.67
OUT0009,SKU-0009-04,2024-09-01,3558.0,3936.0
OUT0009,SKU-0009-04,2024-10-01,3366.0,3774.0
OUT0009,SKU-0009-04,2024-11-01,3670.0,3670.0
OUT0009,SKU-0009-04,2024-12-01,3981.0,3531.33
OUT0009,SKU-0009-04,2025-01-01,3960.0,3672.33
OUT0009,SKU-0009-04,2025-02-01,4235.0,3870.33
OUT0009,SKU-0009-04,2025-03-01,4282.0,4058.67
OUT0009,SKU-0009-04,2025-04-01,4731.0,4159.0
OUT0009,SKU-0009-04,2025-05-01,4722.0,4416.0
OUT0009,SKU-0009-04,2025-06-01,3656.0,4578.33
OUT0009,SKU-0009-04,2025-07-01,3213.0,4369.67
OUT0009,SKU-0009-04,2025-08-01,3976.0,3863.67
OUT0009,SKU-0009-04,2025-09-01,4311.0,3615.0
OUT0009,SKU-0009-04,2025-10-01,3787.0,3833.33
OUT0009,SKU-0009-04,2025-11-01,3932.0,4024.67
OUT0009,SKU-0009-04,2025-12-01,3725.0,4010.0
OUT0009,SKU-0009-04,2026-01-01,4185.0,3814.67
OUT0009,SKU-0009-04,2026-02-01,4299.0,3947.33
OUT0009,SKU-0009-04,2026-03-01,3973.0,4069.67
OUT0009,SKU-0009-04,2026-04-01,4154.0,4152.33
OUT0010,SKU-0010-05,2023-01-01,1867.0,
OUT0010,SKU-0010-05,2023-02-01,1862.0,
OUT0010,SKU-0010-05,2023-03-01,1821.0,
OUT0010,SKU-0010-05,2023-04-01,1921.0,1850.0
OUT0010,SKU-0010-05,2023-05-01,1808.0,1868.0
OUT0010,SKU-0010-05,2023-06-01,1783.0,1850.0
OUT0010,SKU-0010-05,2023-07-01,1756.0,1837.33
OUT0010,SKU-0010-05,2023-08-01,1565.0,1782.33
OUT0010,SKU-0010-05,2023-09-01,1608.0,1701.33
OUT0010,SKU-0010-05,2023-10-01,1640.0,1643.0
OUT0010,SKU-0010-05,2023-11-01,1507.0,1604.33
OUT0010,SKU-0010-05,2023-12-01,1656.0,1585.0
OUT0010,SKU-0010-05,2024-01-01,1897.0,1601.0
OUT0010,SKU-0010-05,2024-02-01,1638.0,1686.67
OUT0010,SKU-0010-05,2024-03-01,1911.0,1730.33
OUT0010,SKU-0010-05,2024-04-01,1580.0,1815.33
OUT0010,SKU-0010-05,2024-05-01,1566.0,1709.67
OUT0010,SKU-0010-05,2024-06-01,1856.0,1685.67
OUT0010,SKU-0010-05,2024-07-01,1680.0,1667.33
OUT0010,SKU-0010-05,2024-08-01,1465.0,1700.67
OUT0010,SKU-0010-05,2024-09-01,1615.0,1667.0
OUT0010,SKU-0010-05,2024-10-01,1617.0,1586.67
OUT0010,SKU-0010-05,2024-11-01,1532.0,1565.67
OUT0010,SKU-0010-05,2024-12-01,1756.0,1588.0
OUT0010,SKU-0010-05,2025-01-01,1580.0,1635.0
OUT0010,SKU-0010-05,2025-02-01,1979.0,1622.67
OUT0010,SKU-0010-05,2025-03-01,2195.0,1771.67
OUT0010,SKU-0010-05,2025-04-01,1756.0,1918.0
OUT0010,SKU-0010-05,2025-05-01,1791.0,1976.67
OUT0010,SKU-0010-05,2025-06-01,1691.0,1914.0
OUT0010,SKU-0010-05,2025-07-01,1630.0,1746.0
OUT0010,SKU-0010-05,2025-08-01,1731.0,1704.0
OUT0010,SKU-0010-05,2025-09-01,1628.0,1684.0
OUT0010,SKU-0010-05,2025-10-01,1558.0,1663.0
OUT0010,SKU-0010-05,2025-11-01,1668.0,1639.0
OUT0010,SKU-0010-05,2025-12-01,1743.0,1618.0
OUT0010,SKU-0010-05,2026-01-01,1842.0,1656.33
OUT0010,SKU-0010-05,2026-02-01,1649.0,1751.0
OUT0010,SKU-0010-05,2026-03-01,1747.0,1744.67
OUT0010,SKU-0010-05,2026-04-01,1948.0,1746.0
OUT0011,SKU-0011-01,2023-01-01,572.0,
OUT0011,SKU-0011-01,2023-02-01,477.0,
OUT0011,SKU-0011-01,2023-03-01,589.0,
OUT0011,SKU-0011-01,2023-04-01,517.0,546.0
OUT0011,SKU-0011-01,2023-05-01,538.0,527.67
OUT0011,SKU-0011-01,2023-06-01,513.0,548.0
OUT0011,SKU-0011-01,2023-07-01,477.0,522.67
OUT0011,SKU-0011-01,2023-08-01,472.0,509.33
OUT0011,SKU-0011-01,2023-09-01,437.0,487.33
OUT0011,SKU-0011-01,2023-10-01,505.0,462.0
OUT0011,SKU-0011-01,2023-11-01,565.0,471.33
OUT0011,SKU-0011-01,2023-12-01,499.0,502.33
OUT0011,SKU-0011-01,2024-01-01,497.0,523.0
OUT0011,SKU-0011-01,2024-02-01,449.0,520.33
OUT0011,SKU-0011-01,2024-03-01,505.0,481.67
OUT0011,SKU-0011-01,2024-04-01,529.0,483.67
OUT0011,SKU-0011-01,2024-05-01,574.0,494.33
OUT0011,SKU-0011-01,2024-06-01,523.0,536.0
OUT0011,SKU-0011-01,2024-07-01,461.0,542.0
OUT0011,SKU-0011-01,2024-08-01,490.0,519.33
OUT0011,SKU-0011-01,2024-09-01,404.0,491.33
OUT0011,SKU-0011-01,2024-10-01,465.0,451.67
OUT0011,SKU-0011-01,2024-11-01,491.0,453.0
OUT0011,SKU-0011-01,2024-12-01,582.0,453.33
OUT0011,SKU-0011-01,2025-01-01,535.0,512.67
OUT0011,SKU-0011-01,2025-02-01,581.0,536.0
OUT0011,SKU-0011-01,2025-03-01,576.0,566.0
OUT0011,SKU-0011-01,2025-04-01,607.0,564.0
OUT0011,SKU-0011-01,2025-05-01,550.0,588.0
OUT0011,SKU-0011-01,2025-06-01,548.0,577.67
OUT0011,SKU-0011-01,2025-07-01,515.0,568.33
OUT0011,SKU-0011-01,2025-08-01,510.0,537.67
OUT0011,SKU-0011-01,2025-09-01,494.0,524.33
OUT0011,SKU-0011-01,2025-10-01,508.0,506.33
OUT0011,SKU-0011-01,2025-11-01,437.0,504.0
OUT0011,SKU-0011-01,2025-12-01,492.0,479.67
OUT0011,SKU-0011-01,2026-01-01,474.0,479.0
OUT0011,SKU-0011-01,2026-02-01,582.0,467.67
OUT0011,SKU-0011-01,2026-03-01,450.0,516.0
OUT0011,SKU-0011-01,2026-04-01,459.0,502.0
OUT0012,SKU-0012-02,2023-01-01,2932.0,
OUT0012,SKU-0012-02,2023-02-01,3111.0,
OUT0012,SKU-0012-02,2023-03-01,3005.0,
OUT0012,SKU-0012-02,2023-04-01,2861.0,3016.0
OUT0012,SKU-0012-02,2023-05-01,2868.0,2992.33
OUT0012,SKU-0012-02,2023-06-01,2699.0,2911.33
OUT0012,SKU-0012-02,2023-07-01,2656.0,2809.33
OUT0012,SKU-0012-02,2023-08-01,2962.0,2741.0
OUT0012,SKU-0012-02,2023-09-01,2393.0,2772.33
OUT0012,SKU-0012-02,2023-10-01,2775.0,2670.33
OUT0012,SKU-0012-02,2023-11-01,2989.0,2710.0
OUT0012,SKU-0012-02,2023-12-01,2613.0,2719.0
OUT0012,SKU-0012-02,2024-01-01,3054.0,2792.33
OUT0012,SKU-0012-02,2024-02-01,2764.0,2885.33
OUT0012,SKU-0012-02,2024-03-01,3130.0,2810.33
